id,text,label,category,risk_score_expected,language_style,platform,has_url,has_phone,has_bank,has_otp,has_money,has_urgency,has_reward,has_job,text_length,noise_type,expected_reason
97,คลิกลิงก์นี้เพื่อยืนยันบัญชีนักศึกษา forms.example.invalid/fake verify pls ส่งในกลุ่มได้เลย,scam,phishing,0.91,casual,TU Marketplace,1,0,1,1,0,0,0,0,91,thai_english_mix,พบคำเกี่ยวกับ OTP/ยืนยันตัวตน; มีลิงก์หรือการชวนคลิกลิงก์
98, ขายหนังสือ  CS251  มือสอง  นัดรับ  โรงอาหารกลาง  ได้ ,normal,tu_marketplace,0.17,thai_english_mix,Web Form,0,0,0,0,0,0,0,0,54,spacing_noise,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
99,โอนมัดจำค่าหอ 1000 บาทได้ไหมครับ 🥺💬,normal,tu_marketplace,0.21,formal,LINE,0,0,0,0,1,0,0,0,35,emoji,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
100,คุณได้รับสิทธิ์ทุนพิเศษ โอนค่าดำเนินการ 100 บาทก่อนรับทุน verify pls line: @fakeid,scam,fake_scholarship,0.85,short_message,Web Form,0,0,0,1,1,0,1,0,82,thai_english_mix,พบคำเกี่ยวกับ OTP/ยืนยันตัวตน; มีบริบทเกี่ยวกับเงิน/โอน/บัญชี
101,แอดมินคณะขอค่าจองสิทธิ์สอบ โอนมาที่ บัญชี xxx123 ภายในวันนี้ 🥺⚠️,scam,tu_scam,0.92,short_message,IG DM,0,0,1,0,1,1,0,0,64,emoji,มีคำเร่งเร้า; มีบริบทเกี่ยวกับเงิน/โอน/บัญชี
102,มีคนขอรหัสยืนยัน บอกว่าเป็นแอดมินกลุ่ม 💬 ส่งในกลุ่มได้เลย,suspicious,otp_risk,0.57,emoji,SMS,0,0,0,1,0,0,0,0,57,emoji,พบคำเกี่ยวกับ OTP/ยืนยันตัวตน; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
103,ใครเจอบัตรนักศึกษาที่ ประตูเชียงราก ทักมาหน่อยครับ 😅⚠️ line: @fakeid,normal,tu_general,0.03,emoji,Facebook Group,0,0,0,0,0,0,0,0,68,emoji,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
104,คุณได้รับสิทธิ์ทุนพิเศษ โอนค่าดำเนินการ 500 บาทก่อนรับทุน 💸,scam,fake_scholarship,0.84,thai_english_mix,X/Twitter,0,0,0,0,1,0,1,0,59,emoji,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี
105,ของถูกมาก แต่ต้องจองภายในวันนี้ ‼️🔥,suspicious,marketplace_risk,0.73,emoji,IG DM,0,0,0,0,0,1,0,0,35,emoji,มีคำเร่งเร้า; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
106,บัญชีคุณถูกระงับ กรุณายืนยันตัวตนทันทีที่ forms.example.invalid/fake 👍,scam,phishing,0.88,short_message,TU Marketplace,1,0,1,1,0,1,0,0,70,emoji,พบคำเกี่ยวกับ OTP/ยืนยันตัวตน; มีลิงก์หรือการชวนคลิกลิงก์; มีคำเร่งเร้า
107,หอพักแถวเชียงรากเดือนละไม่เกิน 3500 มีแนะนำไหม pls ทัก DM,normal,tu_general,0.29,thai_english_mix,Web Form,0,0,0,0,0,0,0,0,57,thai_english_mix,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
108,"งานออนไลน์ได้เงินวันละ  10,000  ไม่ต้องสัมภาษณ์  สมัครด่วน",scam,job_scam,0.84,short_message,IG DM,0,0,0,0,1,1,0,1,58,spacing_noise,มีคำเร่งเร้า; มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; มีบริบทสมัครงาน/รายได้
109,นัดรับหน้า บร.2 ได้ครับ สะดวกช่วงเย็น 💬,normal,tu_marketplace,0.02,casual,LINE,0,0,0,0,0,0,0,0,39,emoji,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
110,รุ่นพี่ฝากบอกให้โอนค่าชีทด่วน ไม่งั้นหมดสิทธิ์ ⚠️😅,scam,tu_scam,0.94,short_message,Facebook Group,0,0,0,0,1,1,0,0,50,emoji,มีคำเร่งเร้า; มีบริบทเกี่ยวกับเงิน/โอน/บัญชี
111,ขาย iPad ใช้เรียน นัดรับในมอได้ เช็คของก่อนจ่าย ✅🙏,normal,tu_marketplace,0.13,casual,Discord,0,0,0,0,0,0,0,0,50,emoji,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
112,ขายหนังสือ SC135 มือสอง นัดรับ คณะวิทย์ ได้ ⚠️,normal,tu_marketplace,0.09,casual,Email,0,0,0,0,0,0,0,0,46,emoji,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
113,คุณได้รับสิทธิ์ทุนพิเศษ โอนค่าดำเนินการ 500 บาทก่อนรับทุน pls,scam,fake_scholarship,0.81,casual,LINE,0,0,0,0,1,0,1,0,61,thai_english_mix,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี
114,รับหิ้วของจากญี่ปุ่น สนใจทักได้ นัดรับได้ในมอ 🥺👍 line: @fakeid,normal,tu_general,0.08,casual,TU Marketplace,0,0,0,0,0,0,0,0,62,emoji,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
115,Your account has been suspended verify now [URL] ⚠️✨,scam,phishing,0.94,formal,Discord,1,0,0,1,0,1,0,0,52,emoji,พบคำเกี่ยวกับ OTP/ยืนยันตัวตน; มีลิงก์หรือการชวนคลิกลิงก์; มีคำเร่งเร้า
116,โอนมัดจำค่าหอ 1000 บาทได้ไหมครับ line: @fakeid,normal,tu_marketplace,0.23,casual,Facebook Group,0,0,0,0,1,0,0,0,46,none,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
117,เจ้าหน้าที่มหาลัยขอ username password เพื่อตรวจสอบสถานะ 👍,scam,impersonation,0.82,thai_english_mix,Web Form,0,0,0,0,0,0,0,0,57,emoji,
118,บัญชีคุณถูกระงับ กรุณายืนยันตัวตนทันทีที่ bit.ly/example_fake 👍,scam,phishing,0.86,casual,Discord,1,0,1,1,0,1,0,0,63,emoji,พบคำเกี่ยวกับ OTP/ยืนยันตัวตน; มีลิงก์หรือการชวนคลิกลิงก์; มีคำเร่งเร้า
119,มีคนขอรหัสยืนยัน บอกว่าเป็นแอดมินกลุ่ม ⚠️ ส่งในกลุ่มได้เลย,suspicious,otp_risk,0.74,thai_english_mix,LINE,0,0,0,1,0,0,0,0,58,emoji,พบคำเกี่ยวกับ OTP/ยืนยันตัวตน; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
120,ระบบ TU แจ้งเตือน ให้ update password ผ่าน bit.ly/example_fake ด่วน 💬📌,scam,phishing,0.88,slang,TU Marketplace,1,0,0,0,0,1,0,0,70,emoji,มีลิงก์หรือการชวนคลิกลิงก์; มีคำเร่งเร้า
121, วันนี้ห้องเรียน  SC3  เปิดไหมครับ ,normal,tu_general,0.2,short_message,Discord,0,0,0,0,0,0,0,0,35,spacing_noise,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
122,กดลิงก์รับเงินคืนค่าธรรมเนียมการศึกษา forms.example.invalid/fake 💸📌,scam,refund_scam,0.9,slang,Email,1,0,0,0,1,0,1,0,67,emoji,มีลิงก์หรือการชวนคลิกลิงก์; มีบริบทเกี่ยวกับเงิน/โอน/บัญชี
123,คลิกลิงก์นี้เพื่อยืนยันบัญชีนักศึกษา [URL] now,scam,phishing,0.81,emoji,TU Marketplace,1,0,1,0,0,1,0,0,46,thai_english_mix,มีลิงก์หรือการชวนคลิกลิงก์; มีคำเร่งเร้า
124,บัญชีคุณถูกระงับ กรุณายืนยันตัวตนทันทีที่ forms.example.invalid/fake 💸 ส่งในกลุ่มได้เลย,scam,phishing,0.93,slang,IG DM,1,0,1,1,0,1,0,0,87,emoji,พบคำเกี่ยวกับ OTP/ยืนยันตัวตน; มีลิงก์หรือการชวนคลิกลิงก์; มีคำเร่งเร้า
125,ขอแนวข้อสอบ EL171 หน่อยครับ now,normal,tu_general,0.29,slang,LINE,0,0,0,0,0,1,0,0,31,thai_english_mix,มีคำเร่งเร้า; บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
126,ราคาถูกกว่าปกติมาก แต่ไม่ให้วิดีโอคอลดูของ 💬,suspicious,marketplace_risk,0.68,slang,TU Marketplace,0,0,0,0,0,0,0,0,44,emoji,มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
127,ไม่สะดวกนัดรับ ขอส่งอย่างเดียว โอนก่อนส่งนะ 🔥💸,suspicious,marketplace_risk,0.62,formal,Facebook Group,0,0,0,0,1,0,0,0,46,emoji,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
